subject,relation,object
归来,解剖,在腹直肌外缘，有腹内斜肌，腹横肌腱膜；外侧有腹壁下动、静脉；布有髂腹下神经。
归来,主治,腹痛，疝气，月经不调，白带，阴挺。
归来,配伍,配大敦治疝气；配三阴交、中极治月经不调。
归来,刺灸法,直刺1～1.5寸。
气冲,拼音,Qìchōng
气冲,定位,在腹股沟稍上方，当脐中下５寸，距前正中线２寸。
气冲,解剖,在耻骨结节外上方，有腹外斜肌腱膜，在腹内斜肌、腹膜肌下部；有腹壁浅动、静脉分支，外壁为腹壁下动、静脉；布有髂腹股沟神经。
气冲,主治,肠鸣腹痛，疝气，月经不调，不孕，阳萎，阴肿。
气冲,配伍,配气海治肠鸣腹痛。
气冲,刺灸法,直刺0.5～1寸。
气冲,附注,冲脉所起。
髀关,拼音,Bìguān
髀关,定位,在大腿前面，当髂前上棘与髌底外侧端的连线上，屈髋时，平会阴，居缝匠肌外侧凹陷处。
髀关,解剖,在缝匠肌和阔筋膜张肌之间；深层有旋股外侧动、静脉分支；布有股外侧皮神经。
髀关,主治,腰痛膝冷，痿痹，腹痛。
髀关,配伍,配伏免治痿痹。
髀关,刺灸法,直刺1～2寸。
伏兔,拼音,Fútù
伏兔,定位,在大腿前面，当髂前上棘与髌底外侧外侧端的连线上，髌底上６寸。
伏兔,解剖,在股直肌的肌腹中有旋股外侧动、静脉分支；布有股前皮神经，股外侧皮神经。
伏兔,主治,腰痛膝冷，下肢麻痹，疝气，脚气。
伏兔,配伍,配髀关、阳陵泉治下肢痿痹。
伏兔,刺灸法,直刺1～2寸。
阴市,拼音,Yīnshì
阴市,定位,在大腿前面，当髂前上棘与髌底外侧端的连线上，髌底上３寸。
阴市,解剖,在股直肌和股外侧肌之间；有旋股外侧动脉降支；布有股前皮神经，股外侧皮神经。
阴市,主治,腿膝痿痹，屈伸不利、疝气，腹胀腹痛。
阴市,配伍,配足三里、阳陵泉治腿膝痿痹。
阴市,刺灸法,直刺1～1.5寸。
梁丘,定位,屈膝，大腿前面，当髂前上棘与髌底外侧端的连线上，髌底上２寸。
梁丘,解剖,在股直肌和股外侧肌之间；有旋股外侧动脉降支；布有股前皮神经，股外侧皮神经。
梁丘,主治,膝肿痛，下肢不遂，胃痛，乳痈，血尿。
梁丘,配伍,配足三里、中脘治胃痛。
梁丘,刺灸法,直刺1～1.2寸。
梁丘,附注,足阳明经郄穴。
犊鼻,拼音,Dúbí
犊鼻,定位,屈膝，在膝部，髌骨与髌韧带外侧凹陷中。
犊鼻,解剖,在髌韧带外缘；有膝关节动、静脉网；布有腓肠外侧皮神经及腓总神经关节支。
犊鼻,主治,膝痛，下肢麻痹，屈伸不利，脚气。
犊鼻,配伍,配阳陵泉、足三里治膝痛。
犊鼻,刺灸法,向后内斜刺0.5～1寸。
足三里,拼音,Zúsānlǐ
足三里,定位,在小腿前外侧，当犊鼻下３寸，距胫骨前缘一横指（中指）。
足三里,解剖,在胫骨前肌，趾长伸肌之间；有胫前动、静脉；为腓肠外侧皮神经及隐神经的皮支分布处，深层当腓深神经。
足三里,主治,胃痛，呕吐，噎膈，腹胀，泄泻，痢疾，便秘，乳痈，肠痈，下肢痹痛，水肿，癫狂，脚气，虚劳赢瘦。
足三里,配伍,配中脘、梁丘治胃痛；配内关治呕吐；配气海治腹胀；配膻中、乳根治乳痛；配阳陵泉、悬钟治下肢痹痛；常灸天里可养志保健。
足三里,刺灸法,直刺1～2寸。
足三里,附注,（1）足阳明经所人为“合”。（2）本穴有强壮作用，为保健要穴。（3）参考资料：1、据报道，针刺健康人和胃病患者的足三里和手三里，观察发现胃弛缓时针刺使收缩加强，胃紧张时变为弛缓，并可解除幽门痉挛。2、据报道，针刺单纯性消化不良和中毒性消化不良患儿的足三里、合谷、三阴交，可使原来低下的胃游离酸、总酸度、胃蛋白酶和胃脂肪酶活性迅速升高。3、据报道：针刺人及家兔的足三里，发现裂解素（主要是裂解含有大量多糖体的革兰氏阴性杆菌，也能灭活某些病毒）都有增加，人增加17.85单位，兔增加62.1单位，两者均在针后12小时增加最显。4、据报道：针刺家兔的“足三里’、“大推”可使其调理素明显增加，从而促进白细胞吞噬指数的上升，增强其免疫能力。
上巨虚,定位,在小腿前外侧，当犊鼻下６寸，距胫骨前缘一横指（中指）。
上巨虚,解剖,在胫骨前肌中；有胫前动、静脉；布有腓肠外侧皮神经及隐神经的皮支，深层当腓深神经。
上巨虚,主治,肠鸣，腹痛，泄泻，便秘，肠痈，下肢痿痹，脚气。
上巨虚,配伍,配足三里、气海治便秘、泄泻。
上巨虚,刺灸法,直刺1～2寸。
上巨虚,附注,大肠经下合穴。
条口,定位,在小腿前外侧，当犊鼻下８寸，距胫骨前缘一横指（中指）。
条口,解剖,在胫骨前肌中；有胫前动、静脉；布有腓肠外侧皮神经及隐神经的皮支，深层当腓深神经。
条口,主治,脘腹疼痛，下肢痿痹，转筋，跗肿，肩臂痛。
条口,配伍,配肩髃、肩髎、治肩臂痛。
条口,刺灸法,直刺1～1.5寸。
下巨虚,定位,在小腿前外侧，当犊鼻下９寸，距胫骨前缘一横指（中指）。
下巨虚,解剖,在胫骨前肌与趾长伸肌之间，深层为胫长伸肌；有胫前动、静脉；布有腓浅神经分支，深层为腓深神经。
下巨虚,主治,小腹痛，泄泻，痢疾，乳痈，下肢痿痹。
下巨虚,配伍,配天枢、气海治腹痛。
下巨虚,刺灸法,直刺1～1.5寸。
下巨虚,附注,小肠经下合穴。
丰隆,拼音,Fēnglóng
丰隆,定位,在小腿前外侧，当外踝尖上８寸，条口外，距胫骨前缘二横指（中指）。
丰隆,解剖,在趾长伸肌外侧和腓骨短肌之间；有胫前动脉分支；当腓浅神经处。
丰隆,主治,头痛，眩晕，痰多咳嗽，呕吐，便秘，水肿，癫狂痛，下肢痿痹。
丰隆,配伍,配风池治眩晕；配膻中、肺俞治痰多咳嗽。
丰隆,刺灸法,直刺1～1.5寸。
丰隆,附注,足阳明经络穴。
解溪,定位,在足背与小腿交界处的横纹中央凹陷处，当拇长伸肌踺与趾长伸肌腱之间。
解溪,解剖,在拇长伸肌膜与趾长伸肌胫之间；有胫前动、静脉；浅部当腓浅神经，深层当腓深神经。
解溪,主治,头痛，眩晕，癫狂，腹胀，便秘，下肢痿痹。
解溪,配伍,配阳陵泉、悬钟治下肢痿痹。
解溪,刺灸法,直刺0.5～1寸。
解溪,附注,足阳明经所行为“经”。
冲阳,定位,在足背最高处，当拇长伸肌腱和趾长伸肌腱之间，足背动脉搏动处。
冲阳,解剖,在趾长伸肌腱外侧；有足背动、静脉及足背静脉网；当腓浅神经的足背内侧皮神经第二支本干处，深层为腓深神经。
冲阳,主治,口眼歪斜，面肿，齿痛，癫狂痫，胃病，足痿无力。
冲阳,配伍,配大椎、丰隆治癫狂痫。
冲阳,刺灸法,避开动脉，直刺0.3～0.5寸。
冲阳,附注,足阳明经所过为“原”。
陷谷,拼音,Xiàngǔ
陷谷,定位,在足背，当第2、3跖骨结合部前方凹陷处。
陷谷,解剖,有第二跖骨间肌；有足背静脉网；布有足背内侧皮神经。
陷谷,主治,面目浮肿，水肿，肠鸣腹痛，足背肿痛。
陷谷,配伍,陷谷、上星、囟会、前顶、公孙、治卒面肿。
陷谷,刺灸法,直刺0.3～0.5寸；可灸。
陷谷,附注,足阳明经所注为“输”。
内庭,拼音,Nèitíng
内庭,定位,在足背当第２、３跖骨结合部前方凹陷处。
内庭,解剖,有足背静脉网；布有腓浅神经足背支。
内庭,主治,齿痛，咽喉肿病，口歪，鼻衄，胃病吐酸，腹胀，泄泻，痢疾，便秘，热病，足背肿痛。
内庭,配伍,配合谷治齿痛；配地仓颊车治口歪。
内庭,刺灸法,直刺或斜刺0.5～0.8寸。
内庭,附注,足阳明经所溜为“荥”。
厉兑,拼音,Lìduì
厉兑,定位,在足第２趾末节外侧，距趾甲角０.１寸。
厉兑,解剖,有趾背动脉形成的动脉网；布有腓浅神经的足背支。
厉兑,主治,鼻衄，齿痛，咽喉肿痛，腹胀，热病，多梦，癫狂。
厉兑,配伍,配内关、神门治多梦。
厉兑,刺灸法,浅刺0.1寸。
厉兑,附注,足阳明经所出为“井”。
隐白,拼音,Yǐnbái
隐白,定位,在足大趾末节内侧，距趾甲角0.1寸。
隐白,解剖,有趾背动脉；为腓浅神经的足背支及足底内侧神经。
隐白,主治,腹胀，便血，尿血，月经过多，崩漏，癫狂，多梦，惊风。
隐白,配伍,配地机、三阴交治疗出血症。
隐白,刺灸法,浅刺0.1寸。
隐白,附注,足太阴经所出为“井”。
大都,拼音,Dàdū
大都,定位,在足内侧缘，当足大趾本节（第１跖趾关节）前下方赤白肉际凹陷处。
大都,解剖,在拇展肌止点；有足底内侧动、静脉的分支；布有足底内侧神经的趾底固有神经。
大都,主治,腹胀，胃痛，呕吐，泄泻，便秘，热病。
大都,配伍,配足三理治腹胀。
大都,刺灸法,直刺0.3～0.5寸。
大都,附注,足太阴经所溜为“荥”。
太白,拼音,Tàibái
太白,定位,在足内侧缘，当足大趾本节（第1跖骨关节）后下方赤白肉际凹陷处。
太白,解剖,在拇展肌中；有足背静脉网，足底内侧动脉及足跗内侧动脉分支；布有隐神经及腓浅神经分支。
太白,主治,胃痛，腹胀，肠鸣，泄泻，便秘，痔漏，脚气，体重节痛。
太白,配伍,配中脘、足三里治胃痛。
太白,刺灸法,直刺0.5～0.8寸。
太白,附注,足太阴经所注为“输”；脾经原穴。
公孙,拼音,Gōngxūn
公孙,定位,在足内侧缘，当第一跖骨基底部的前下方。
公孙,解剖,在拇展肌中；有跗内侧动脉分支及足背静脉网；布有隐神经及腓浅神经分支。
公孙,主治,胃痛，呕吐，腹痛，泄泻，痢疾。
公孙,配伍,配中脘、内关治胃酸过多、胃痛。
公孙,刺灸法,直刺0.6～1.2寸。
公孙,附注,足太阴经络穴；八脉交会穴之一，通于冲脉。
商丘,拼音,Shāngqiū
商丘,定位,在足内踝前下方凹陷中，当舟骨结节与内踝尖连线的中点处。
商丘,解剖,有跗内侧动脉，大隐静脉；布有隐神经及腓浅神经分支丛。
商丘,主治,腹胀，泄泻，便秘，黄疸，足踝痛。
商丘,配伍,配气海、足三里治腹胀肠鸣。
商丘,刺灸法,直刺0.5～0.8寸。
商丘,附注,足太阴经所行为“经”。
三阴交,拼音,Sānyīnjiāo
三阴交,定位,在小腿内侧，当足内踝尖上3寸，胫骨内侧缘后方。
三阴交,解剖,在胫骨后缘和比目鱼肌之间，深层有屈趾长肌；有大隐静脉，胫后动、静脉；有小腿内侧皮神经，深层后方有胫神经。
三阴交,主治,肠鸣腹胀，泄泻，月经不调，带下，阴挺，不孕，滞产，遗精，阳萎，遗尿，疝气，失眠，下肢痿痹，脚气。
三阴交,配伍,配足三里治肠鸣泄泻；配中极治月经不调；配子宫治疗阴挺；配大敦治疝气；配内关、神门治失眠。
三阴交,刺灸法,直刺1～1.5寸。
三阴交,附注,（1）足太阴、少阴、厥阴经交会穴。（2）孕妇禁针。
漏谷,拼音,Lòugǔ
漏谷,定位,在小腿内侧，当内踝尖与阴陵泉的连线上，距内踝尖6寸，胫骨内侧缘后方。
漏谷,解剖,在胫骨后缘与比目鱼肌之间，深层有屈趾长肌；有大隐静脉，肢后动、静脉；有小腿内侧皮神经，深层内侧后方有胫神经。
漏谷,主治,腹胀，肠鸣，小便不利，遗精，下肢痿痹。
漏谷,配伍,配足三里治腹胀肠鸣。
漏谷,刺灸法,直刺1～1.5寸。
地机,拼音,Dìjī
地机,定位,在小腿内侧，当内踝尖与阴陵泉的连线上，阴陵泉下3寸。
地机,解剖,在胫骨后缘与比目鱼肌之间；前方有大隐静脉及膝最上动脉的末支，深层有胫后动、静脉；布有小腿内侧皮神经，深层后方有胫神经。
地机,主治,腹痛，泄泻，小便不利，水肿，月经不调，痛经，遗精。
地机,配伍,配三阴交治痛经；配隐白治崩漏。
地机,刺灸法,直刺1～1.5寸。
地机,附注,足太阴经郄穴。
阴陵泉,拼音,Yīnlíngquán
阴陵泉,定位,在小腿内侧，当胫骨内侧踝后下方凹陷处。
阴陵泉,解剖,在胫骨后缘和腓肠肌之间，比目鱼肌起点上；前方有大隐静脉，膝最上动脉，最深层有胫后动、静脉；布有小腿内侧皮神经本干，最深层有胫神经。
阴陵泉,主治,腹胀，泄泻，水肿，黄疸，小便不利或失禁，膝痛。
阴陵泉,配伍,配肝俞、至阳治黄疸；阴陵泉透阳陵泉治膝痛。
阴陵泉,刺灸法,直刺1～2寸。
阴陵泉,附注,足太阴经所人为“合”。
血海,拼音,Xuèhǎi
血海,定位,屈膝，在大腿内侧，髌底内侧端上2寸，当股四头肌内侧头的隆起处。
血海,简便取穴法,患者屈膝，医者以左手掌心按于患者右膝髌骨上缘，二至五指向上伸直，拇指约呈45度斜置，拇指尖下是穴。对侧取法仿此。
血海,解剖,在股骨内上髁上缘，股内侧肌中间；有股动、静脉肌支；布有股前皮神经及股神经肌支。
血海,主治,月经不调，崩漏，经闭，瘾疹，湿疹，丹毒。
血海,配伍,配三阴交治月经不调；配曲池治瘾疹。
血海,刺灸法,直刺1～1.5寸。
箕门Jìmén,定位,在大腿内侧，当血海与冲门连线上，血海上6寸。
箕门Jìmén,解剖,在缝匠肌内侧缘，深层有大收肌；有大隐静脉，深层之外方有股动、静脉；布有股前皮神经，深部有隐神经。
箕门Jìmén,主治,小便不利，遗尿，腹股沟肿痛。
箕门Jìmén,配伍,配太冲腹股沟疼痛。
箕门Jìmén,刺灸法,避开动脉，直刺0.5～1寸。
冲门,拼音,Chōngmén
冲门,定位,在腹股沟外侧，距耻骨联合上缘中点3.5寸，当髂外动脉搏动处的外侧。
冲门,解剖,在腹股沟韧带中点外侧的上方，在腹外斜肌腱膜及内斜肌下部；内侧为股动、静脉；布有股神经。
冲门,主治,腹痛，疝气，崩漏，带下。
冲门,配伍,配大敦治疝气。
冲门,刺灸法,避开动脉，直刺0.5～1寸。
冲门,附注,足太阴、厥阴经交会穴。
府舍,拼音,Fùshě
府舍,定位,在下腹部，当脐中下4寸，冲门上方0.7寸，距前正中线4寸。
府舍,解剖,在腹股沟韧带上方外侧，腹外斜肌腱膜及腹内斜肌下部，深层为腹横肌下部；布有腹壁浅动脉，肋间动、静脉；布有髂腹股沟神经（右当盲肠下部，左当乙状结肠下部）。
府舍,主治,腹痛，疝气，积聚。
府舍,配伍,配气海治腹痛。
府舍,刺灸法,直刺1～1.5寸。
府舍,附注,足太阴、厥阴经与阴维脉交会穴。
腹结,拼音,Fùjié
腹结,定位,在下腹部，大横下1.3寸，距前正中线4寸。
腹结,解剖,在腹内、外斜肌及腹横肌肌部；有第十一肋间动、静脉；布有第十一肋间神经。
腹结,主治,腹痛，泄泻，疝气。
腹结,配伍,配气海、天枢治腹痛。
腹结,刺灸法,直刺1～2寸。
大横,拼音,Dàhéng
大横,定位,在腹中部，距脐中4寸。
大横,解剖,在腹外斜肌肌部及腹横肌肌部；布有第十一肋间动、静脉；布有第十二肋间神经。
大横,主治,泄泻，便秘，腹痛。
大横,配伍,配天枢、足三里治腹痛。
大横,刺灸法,直刺1～2寸。
大横,附注,足太阴与阴维脉交会穴。
腹哀,拼音,Fùāi
腹哀,定位,在上腹部，当脐中上3寸，距前正中线4寸。
腹哀,解剖,在腹内外斜肌及腹横肌肌部；布有第八肋间动、静脉；布有第八肋间神经。
腹哀,主治,消化不良，腹痛，便秘，痢疾。
